ID_Cliente,Cancelacion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Suscripcion_Servicio_Telefono,Suscripcion_Multiples_Lineas,Suscripcion_Servicio_Internet,Suscripcion_Seguridad_En_Linea,Suscripcion_Respaldo_En_Linea,Suscripcion_Proteccion_Dispositivo,Suscripcion_Soporte_Técnico,Suscripcion_TV_Streaming,Suscripcion_Películas_Streaming,Tipo_Contrato,Factura_Electronica,Metodo_Pago,Factura_Mensual,Cargos_Totales,Cuentas_diarias
1991-VOPLL,no,Female,0,no,no,9,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.05,157.65,0.6
1996-DBMUS,no,Female,1,yes,no,48,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),70.65,3545.05,2.4
1998-VHJHK,no,Female,0,no,no,27,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.15,501.35,0.6
2000-DHJUY,no,Female,1,yes,no,70,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),92.2,6474.45,3.1
2000-MPKCA,no,Female,0,no,no,58,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,One year,yes,Electronic check,107.75,6332.75,3.6
2001-EWBQU,no,Female,0,no,no,60,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Two year,no,Electronic check,104.7,6333.8,3.5
2001-MCUUW,no,Male,0,no,no,46,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,no,Electronic check,108.65,4903.2,3.6
2002-MZHWP,yes,Female,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.5,20.5,0.7
2003-CKLOR,yes,Male,0,no,no,66,yes,no,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,no,Electronic check,99.5,6710.5,3.3
2004-OCQXK,yes,Female,0,no,no,1,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,81.95,81.95,2.7
2005-DWQZJ,no,Female,0,yes,yes,8,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.05,201.7,0.6
2007-QVGAW,no,Female,0,yes,yes,68,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),19.35,1292.65,0.6
2011-TRQYE,yes,Male,0,no,no,18,no,no,DSL,No,yes,yes,no,no,no,Month-to-month,yes,Credit card (automatic),33.5,600.0,1.1
2012-NWRPA,yes,Female,1,yes,no,11,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,99.55,1131.2,3.3
2013-SGDXK,yes,Female,0,no,no,1,yes,no,Fiber optic,No,yes,no,no,yes,no,Month-to-month,no,Electronic check,84.3,84.3,2.8
2014-MKGMH,no,Female,0,no,no,46,yes,yes,Fiber optic,No,no,yes,no,yes,yes,One year,yes,Electronic check,101.1,4674.4,3.4
2017-CCBLH,no,Female,0,no,no,8,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.0,141.6,0.7
2018-PZKMU,no,Male,0,yes,yes,9,yes,no,Fiber optic,No,no,yes,yes,yes,yes,Month-to-month,no,Electronic check,103.1,970.45,3.4
2018-QKYGT,no,Male,0,yes,yes,1,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,81.05,81.05,2.7
2019-HDCZY,no,Male,0,yes,no,63,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Two year,no,Electronic check,102.6,6296.75,3.4
2023-VQFDL,no,Male,0,no,no,18,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,19.0,348.8,0.6
2024-BASKD,yes,Female,0,no,no,1,yes,no,Fiber optic,No,no,yes,no,no,no,Month-to-month,yes,Mailed check,74.6,74.6,2.5
2025-JKFWI,yes,Male,0,no,no,13,yes,yes,Fiber optic,No,no,no,yes,yes,yes,Month-to-month,yes,Mailed check,99.0,1301.7,3.3
2026-TGDHM,yes,Female,0,no,no,7,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,79.3,523.15,2.6
2027-CWDNU,no,Male,0,yes,yes,18,yes,no,Fiber optic,No,no,no,yes,no,yes,Month-to-month,yes,Electronic check,85.6,1601.5,2.9
2027-DNKIV,no,Male,0,yes,yes,37,yes,no,DSL,Yes,no,yes,yes,no,no,One year,yes,Mailed check,58.75,2203.1,2.0
2027-FECZV,yes,Male,0,no,no,12,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,106.7,1253.9,3.6
2027-OAQQC,yes,Female,0,no,no,43,no,no,DSL,No,no,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),49.05,2076.2,1.6
2027-WKXMW,no,Female,0,yes,no,63,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Month-to-month,yes,Electronic check,108.75,6871.7,3.6
2030-BTZRO,no,Male,0,yes,yes,6,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),20.4,107.6,0.7
2034-CGRHZ,yes,Male,1,no,no,24,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Credit card (automatic),102.95,2496.7,3.4
2034-GDRCN,yes,Female,0,no,no,2,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,90.4,168.2,3.0
2037-SGXHH,yes,Male,0,yes,yes,38,yes,yes,Fiber optic,No,yes,yes,no,yes,no,Month-to-month,yes,Electronic check,94.65,3624.3,3.2
2037-XJFUP,yes,Male,0,yes,no,33,yes,no,Fiber optic,No,no,yes,no,yes,yes,One year,yes,Electronic check,95.8,3036.75,3.2
2038-LLMLM,no,Female,0,no,no,48,yes,yes,Fiber optic,No,no,yes,yes,yes,yes,Month-to-month,yes,Electronic check,103.85,4946.05,3.5
2038-OEQZH,no,Male,0,no,no,4,yes,no,Fiber optic,No,no,yes,no,no,yes,Month-to-month,no,Electronic check,86.05,308.1,2.9
2038-YSEZE,no,Female,0,no,no,29,yes,yes,DSL,Yes,yes,no,yes,no,no,Month-to-month,no,Mailed check,67.45,1801.1,2.2
2039-JONDJ,no,Male,0,no,no,27,yes,no,DSL,Yes,yes,no,no,no,no,One year,no,Bank transfer (automatic),55.45,1477.65,1.8
2040-LDIWQ,no,Male,0,yes,yes,65,yes,yes,DSL,No,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),84.2,5324.5,2.8
2040-OBMLJ,no,Male,0,no,no,31,yes,yes,Fiber optic,No,no,no,yes,no,no,One year,no,Credit card (automatic),81.7,2548.65,2.7
2040-VZIKE,no,Female,0,yes,no,49,yes,yes,Fiber optic,Yes,no,no,no,yes,yes,Month-to-month,yes,Mailed check,100.85,4847.35,3.4
2040-XBAVJ,no,Male,0,yes,yes,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),114.45,8100.55,3.8
2041-JIJCI,no,Female,0,no,no,5,yes,yes,DSL,No,yes,no,no,no,yes,Month-to-month,yes,Electronic check,64.0,370.25,2.1
2043-WVTQJ,no,Male,0,yes,no,1,yes,no,DSL,Yes,no,yes,no,no,no,Month-to-month,no,Mailed check,55.7,55.7,1.9
2045-BMBTJ,no,Female,1,no,no,33,no,no,DSL,Yes,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),59.45,1884.65,2.0
2049-BAFNW,no,Female,0,no,no,1,no,no,DSL,No,no,yes,yes,no,no,Month-to-month,no,Mailed check,35.9,35.9,1.2
2050-ONYDQ,no,Female,0,yes,yes,65,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),26.0,1654.85,0.9
2054-PJOCK,no,Female,0,no,no,60,yes,yes,DSL,No,no,yes,yes,yes,yes,One year,no,Credit card (automatic),80.55,4847.05,2.7
2055-BFOCC,no,Male,1,yes,no,63,yes,no,DSL,Yes,yes,yes,yes,yes,yes,One year,yes,Bank transfer (automatic),84.0,5329.55,2.8
2055-PDADH,yes,Female,1,no,no,3,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,70.4,204.7,2.3
2055-SIFSS,no,Female,1,yes,no,55,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),51.65,2838.55,1.7
2056-EVGZL,no,Male,0,yes,yes,68,yes,no,Fiber optic,No,yes,yes,yes,yes,yes,One year,no,Credit card (automatic),105.75,7322.5,3.5
2057-BOYKM,no,Female,1,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,no,no,Two year,yes,Bank transfer (automatic),96.6,6827.5,3.2
2057-ZBLPD,yes,Female,0,yes,no,21,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,86.5,1808.7,2.9
2058-DCJBE,yes,Male,0,no,no,5,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,69.75,324.6,2.3
2061-VVFST,no,Female,0,yes,no,37,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Bank transfer (automatic),19.5,805.2,0.6
2065-MMKGR,no,Female,0,no,no,29,yes,yes,DSL,No,no,no,no,yes,yes,One year,yes,Credit card (automatic),71.0,2080.1,2.4
2067-QYTCF,no,Female,0,yes,no,64,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Month-to-month,yes,Electronic check,111.15,6953.4,3.7
2068-WWXQZ,no,Male,0,no,no,46,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),20.05,902.0,0.7
2070-FNEXE,yes,Female,1,no,no,7,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),76.45,503.6,2.5
2070-XYMFH,no,Female,1,no,no,23,yes,yes,Fiber optic,No,no,yes,no,no,no,Month-to-month,yes,Mailed check,79.35,1835.3,2.6
2072-ZVJJX,no,Male,0,yes,no,68,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),25.25,1728.2,0.8
2073-QBVBI,no,Female,0,yes,no,41,no,no,DSL,No,yes,no,yes,no,no,One year,no,Mailed check,35.45,1391.65,1.2
2074-GKOWZ,yes,Male,0,yes,yes,2,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),89.55,185.55,3.0
2074-GUHPQ,no,Female,0,no,yes,17,yes,yes,Fiber optic,No,yes,yes,yes,no,no,Month-to-month,yes,Credit card (automatic),92.7,1556.85,3.1
2075-PUEPR,no,Male,0,yes,yes,55,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.35,1153.25,0.6
2075-RMJIK,no,Female,0,yes,yes,5,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Mailed check,49.4,232.55,1.6
2077-DDHJK,no,Female,0,yes,no,68,yes,yes,DSL,Yes,yes,yes,yes,no,no,Two year,no,Credit card (automatic),70.9,4911.35,2.4
2077-MPJQO,no,Male,1,yes,no,7,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,75.4,533.05,2.5
2079-FBMZK,yes,Female,0,no,no,6,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Mailed check,69.25,418.4,2.3
2080-CAZNM,no,Female,1,no,no,41,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,104.4,4133.95,3.5
2080-GKCWQ,no,Male,0,no,no,2,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,no,Electronic check,74.95,151.75,2.5
2080-SRCDE,no,Female,0,no,yes,1,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,25.4,25.4,0.8
2081-KJSQF,no,Male,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.25,20.25,0.7
2081-VEYEH,no,Male,0,no,no,3,yes,no,Fiber optic,No,yes,yes,yes,yes,yes,Month-to-month,yes,Electronic check,107.95,318.6,3.6
2082-CEFLT,yes,Male,0,no,no,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,45.6,45.6,1.5
2082-OJVTK,yes,Male,0,yes,yes,29,yes,yes,Fiber optic,No,no,yes,no,no,yes,Month-to-month,yes,Electronic check,89.2,2698.35,3.0
2085-BOJKI,no,Male,0,yes,no,17,yes,no,Fiber optic,No,no,yes,no,yes,yes,One year,yes,Bank transfer (automatic),96.65,1588.25,3.2
2085-JVGAD,no,Male,0,yes,no,37,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Bank transfer (automatic),20.35,697.65,0.7
2087-QAREY,no,Female,0,yes,no,22,yes,no,DSL,No,yes,yes,no,no,no,Month-to-month,yes,Mailed check,54.7,1178.75,1.8
2088-IEBAU,no,Female,0,no,no,68,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Electronic check,88.15,6148.45,2.9
2091-GPPIQ,no,Female,0,yes,yes,72,yes,yes,DSL,No,yes,no,yes,yes,yes,Two year,yes,Electronic check,78.95,5730.15,2.6
2091-MJTFX,yes,Female,0,yes,yes,30,no,no,DSL,No,no,no,yes,yes,yes,Month-to-month,no,Credit card (automatic),51.2,1561.5,1.7
2091-RFFBA,yes,Female,1,no,no,31,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,73.9,2217.15,2.5
2096-XOTMO,no,Female,0,yes,yes,16,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.35,275.9,0.6
2097-YVPKN,no,Male,0,no,no,65,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.75,1654.75,0.9
2100-BDNSN,yes,Female,0,yes,no,5,yes,yes,DSL,No,no,yes,yes,yes,no,Month-to-month,no,Bank transfer (automatic),67.95,350.3,2.3
2101-RANCD,no,Female,0,no,no,55,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,73.1,4144.9,2.4
2103-ZRXFN,no,Male,0,no,no,1,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,50.75,50.75,1.7
2105-PHWON,no,Female,0,yes,no,33,yes,yes,Fiber optic,No,no,yes,yes,no,yes,Month-to-month,yes,Credit card (automatic),95.0,3008.15,3.2
2107-FBPTK,no,Female,1,no,no,30,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,104.1,3121.1,3.5
2108-GLPQB,no,Male,0,yes,no,25,yes,yes,DSL,No,no,yes,no,no,no,Month-to-month,no,Credit card (automatic),55.55,1405.3,1.9
2108-XWMPY,yes,Male,0,no,no,3,no,no,DSL,Yes,yes,no,no,no,no,Month-to-month,yes,Mailed check,35.45,106.85,1.2
2108-YKQTY,yes,Female,0,no,no,4,yes,no,DSL,No,yes,no,no,no,no,Month-to-month,no,Credit card (automatic),50.7,151.3,1.7
2111-DWYHN,no,Male,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,21.1,21.1,0.7
2114-MGINA,yes,Female,0,no,no,14,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Mailed check,89.8,1129.1,3.0
2115-BFTIW,yes,Male,0,no,no,25,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Mailed check,70.95,1767.35,2.4
2120-SMPEX,no,Male,0,no,no,25,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,20.15,536.35,0.7
2121-JAFOM,no,Female,0,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),115.55,8312.4,3.9
2122-SZZZD,no,Male,0,no,no,44,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Credit card (automatic),19.5,835.5,0.6
2122-YWVYA,no,Female,0,no,no,18,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,75.4,1380.4,2.5
2123-AGEEN,no,Female,1,no,no,7,yes,no,Fiber optic,No,no,yes,no,yes,no,Month-to-month,yes,Electronic check,84.35,609.65,2.8
2123-VSCOT,no,Female,0,yes,yes,59,yes,yes,DSL,No,no,yes,yes,yes,no,Two year,yes,Bank transfer (automatic),72.1,4194.85,2.4
2126-GSEGL,no,Female,0,yes,no,70,yes,yes,DSL,No,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),84.8,5917.55,2.8
2129-ALKBS,no,Female,0,yes,yes,40,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Electronic check,26.2,1077.5,0.9
2133-TSRRM,no,Female,0,no,yes,34,yes,no,Fiber optic,Yes,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),105.35,3688.6,3.5
2135-DQWAQ,no,Female,0,no,no,5,yes,no,Fiber optic,No,yes,no,no,yes,no,Month-to-month,yes,Mailed check,85.3,420.45,2.8
2135-RXIHG,yes,Male,0,no,no,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,45.65,45.65,1.5
2137-DQMEV,no,Male,0,yes,yes,68,no,no,DSL,Yes,yes,no,no,yes,no,One year,no,Mailed check,44.8,2983.65,1.5
2138-VFAPZ,no,Female,0,yes,yes,14,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,19.7,263.65,0.7
2139-FQHLM,no,Male,0,no,no,19,yes,no,Fiber optic,No,no,yes,yes,yes,no,Month-to-month,no,Mailed check,89.95,1682.4,3.0
2141-RRYGO,yes,Female,0,no,no,4,yes,no,DSL,No,yes,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),68.65,261.25,2.3
2143-LJULT,no,Female,0,yes,no,67,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),25.25,1733.15,0.8
2144-BFDSO,no,Female,1,yes,no,50,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,Month-to-month,no,Bank transfer (automatic),108.75,5431.9,3.6
2144-ESWKO,no,Male,0,no,no,43,no,no,DSL,Yes,no,yes,no,no,no,One year,yes,Credit card (automatic),35.2,1463.7,1.2
2146-EGVDT,no,Male,0,yes,yes,59,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.3,1192.7,0.6
2150-OEGBV,no,Male,0,no,no,27,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),20.1,562.6,0.7
2150-UWTFY,yes,Female,0,yes,yes,22,yes,no,DSL,Yes,yes,yes,no,no,no,Month-to-month,no,Mailed check,61.15,1422.05,2.0
2150-WLKUW,no,Female,0,yes,no,40,yes,yes,DSL,No,yes,no,no,yes,no,One year,no,Bank transfer (automatic),63.9,2635.0,2.1
2153-MREFK,yes,Female,0,yes,no,37,yes,yes,Fiber optic,Yes,no,yes,yes,no,yes,One year,yes,Electronic check,99.2,3754.6,3.3
2154-KVJFF,yes,Female,0,no,no,15,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,79.75,1111.85,2.7
2155-AMQRX,no,Female,0,no,no,28,yes,yes,DSL,No,no,no,yes,no,no,Month-to-month,yes,Credit card (automatic),54.9,1505.15,1.8
2157-MXBJS,yes,Male,0,yes,no,13,yes,yes,DSL,No,no,yes,no,yes,yes,One year,yes,Mailed check,75.3,989.45,2.5
2159-TURXX,no,Male,0,no,no,5,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),20.05,95.55,0.7
2160-GPFXD,no,Male,0,yes,yes,54,yes,yes,DSL,Yes,yes,no,yes,no,no,Two year,yes,Credit card (automatic),65.65,3566.7,2.2
2162-FRZAA,no,Male,0,yes,yes,63,no,no,DSL,No,yes,yes,yes,no,no,Two year,no,Bank transfer (automatic),39.35,2395.05,1.3
2164-SOQXL,no,Female,0,yes,yes,20,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,406.05,0.7
2165-VOEGB,yes,Female,0,no,yes,46,yes,no,Fiber optic,Yes,yes,no,yes,yes,yes,One year,yes,Bank transfer (automatic),105.2,4822.85,3.5
2167-FQSTQ,no,Female,0,yes,no,72,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Electronic check,92.4,6786.1,3.1
2169-RRLFW,no,Female,0,yes,no,71,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),25.6,1888.25,0.9
2171-UDMFD,no,Male,0,yes,yes,32,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Credit card (automatic),19.45,674.55,0.6
2172-EJXVF,no,Female,1,no,no,71,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,One year,yes,Electronic check,105.9,7521.95,3.5
2176-LVPNX,no,Female,1,no,no,71,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Mailed check,89.85,6293.45,3.0
2176-OSJUV,no,Male,0,yes,no,71,yes,yes,DSL,Yes,yes,no,yes,no,no,Two year,no,Bank transfer (automatic),65.15,4681.75,2.2
2178-PMGCJ,no,Male,0,no,no,22,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Mailed check,69.7,1490.4,2.3
2180-DXNEG,yes,Female,0,no,no,12,yes,no,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,96.0,1062.1,3.2
2181-TIDSV,no,Male,0,yes,yes,68,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),19.95,1303.25,0.7
2181-UAESM,no,Male,0,no,no,2,yes,no,DSL,Yes,no,yes,no,no,no,Month-to-month,no,Electronic check,53.45,119.5,1.8
2186-QZEYA,no,Female,1,no,no,29,yes,yes,DSL,Yes,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),58.55,1718.95,2.0
2187-LZGPL,yes,Female,0,no,no,7,no,no,DSL,No,yes,no,no,no,yes,Month-to-month,yes,Credit card (automatic),40.1,293.3,1.3
2187-PKZAY,no,Male,0,no,no,12,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),79.95,1043.4,2.7
2188-SXWVT,no,Female,0,no,no,34,yes,no,DSL,Yes,yes,no,no,no,no,One year,no,Mailed check,55.0,1885.15,1.8
